prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
NLSV01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279429,strain: MOD1-EC5092,"host: Homo sapiens,isolation_source: Intestine",5128857,223,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2017-07-25T00:00:00Z
NLSW01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04279428,strain: MOD1-EC5091,"host: Homo sapiens,isolation_source: Intestine",4957041,295,0,No,0,0,0,No,,,2018-05-14T00:00:00Z,2017-07-25T00:00:00Z
NMLC01,WGS,,BCT,Escherichia coli,PRJNA230969,SAMN04992568,strain: MOD1-EC6737,"host: Homo sapiens,isolation_source: intestine",4802107,165,0,No,0,0,0,No,,,2018-05-15T00:00:00Z,2017-10-06T00:00:00Z
JAHAVM01,WGS,,BCT,Klebsiella pneumoniae,PRJNA269675,SAMN18928740,strain: SCPM-O-B-8922 (20PKP/19c),"host: Homo sapiens,isolation_source: intestine",6013894,183,5819,Yes,0,0,0,No,,,2021-05-17T00:00:00Z,2021-05-17T00:00:00Z
JAHAVN01,WGS,,BCT,Klebsiella pneumoniae,PRJNA269675,SAMN18928739,strain: SCPM-O-B-8921 (15PKP/19c),"host: Homo sapiens,isolation_source: intestine",5637725,94,5381,Yes,0,0,0,No,,,2021-05-17T00:00:00Z,2021-05-17T00:00:00Z
JAGUTS01,WGS,,BCT,Klebsiella pneumoniae,PRJNA269675,SAMN18878037,strain: SCPM-O-B-8916 (6PKP/19c),"host: Homo sapiens,isolation_source: intestine",5715937,422,5718,Yes,0,0,0,No,,,2021-05-04T00:00:00Z,2021-05-04T00:00:00Z
JAGUTT01,WGS,,BCT,Klebsiella pneumoniae,PRJNA269675,SAMN18878035,strain: SCPM-O-B-8914 (4PKP/19c),"host: Homo sapiens,isolation_source: intestine",5988366,223,5804,Yes,0,0,0,No,,,2021-05-04T00:00:00Z,2021-05-04T00:00:00Z
JAGVVJ01,WGS,,BCT,Klebsiella pneumoniae,PRJNA269675,SAMN18878040,strain: SCPM-O-B-8919 (12PKP/19c),"host: Homo sapiens,isolation_source: intestine",5858555,159,5660,Yes,0,0,0,No,,,2021-05-05T00:00:00Z,2021-05-05T00:00:00Z
NZ_NOFQ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279503,strain: MOD1-EC5164,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOFQ01000001-NZ_NOFQ01000102,,2021-05-22T00:00:00Z,2017-10-13T00:00:00Z
NZ_NOFR01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279502,strain: MOD1-EC5163,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOFR01000001-NZ_NOFR01000203,,2021-05-22T00:00:00Z,2017-10-12T00:00:00Z
NZ_NOFS01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279501,strain: MOD1-EC5162,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOFS01000001-NZ_NOFS01000225,,2021-05-22T00:00:00Z,2017-10-12T00:00:00Z
NZ_NOFT01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279500,strain: MOD1-EC5161,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOFT01000001-NZ_NOFT01000151,,2021-05-22T00:00:00Z,2017-10-13T00:00:00Z
NZ_NOGT01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279473,strain: MOD1-EC5135,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOGT01000001-NZ_NOGT01000102,,2021-05-22T00:00:00Z,2017-10-13T00:00:00Z
NZ_NOGU01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279472,strain: MOD1-EC5134,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOGU01000001-NZ_NOGU01000201,,2021-05-22T00:00:00Z,2017-10-13T00:00:00Z
NZ_NOGV01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279471,strain: MOD1-EC5133,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOGV01000001-NZ_NOGV01000202,,2021-05-22T00:00:00Z,2017-10-13T00:00:00Z
NZ_NOHE01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279461,strain: MOD1-EC5123,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOHE01000001-NZ_NOHE01000188,,2021-05-22T00:00:00Z,2017-10-18T00:00:00Z
NZ_NOHF01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279453,strain: MOD1-EC5120,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOHF01000001-NZ_NOHF01000268,,2021-05-22T00:00:00Z,2017-10-12T00:00:00Z
NZ_NORX01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992127,strain: MOD1-EC6779,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NORX01000001-NZ_NORX01000216,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NORY01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992126,strain: MOD1-EC6778,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NORY01000001-NZ_NORY01000279,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NORZ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992125,strain: MOD1-EC6777,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NORZ01000001-NZ_NORZ01000153,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSA01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992124,strain: MOD1-EC6776,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSA01000001-NZ_NOSA01000165,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSB01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992123,strain: MOD1-EC6775,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSB01000001-NZ_NOSB01000166,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSC01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992121,strain: MOD1-EC6773,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSC01000001-NZ_NOSC01000156,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSD01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992120,strain: MOD1-EC6772,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSD01000001-NZ_NOSD01000159,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSE01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992119,strain: MOD1-EC6771,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSE01000001-NZ_NOSE01000218,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSF01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992118,strain: MOD1-EC6770,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSF01000001-NZ_NOSF01000128,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSG01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992117,strain: MOD1-EC6769,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSG01000001-NZ_NOSG01000198,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSH01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992116,strain: MOD1-EC6768,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSH01000001-NZ_NOSH01000140,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSI01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992105,strain: MOD1-EC6767,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSI01000001-NZ_NOSI01000212,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSJ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992597,strain: MOD1-EC6766,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSJ01000001-NZ_NOSJ01000100,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSL01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992594,strain: MOD1-EC6763,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSL01000001-NZ_NOSL01000251,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSM01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992593,strain: MOD1-EC6762,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSM01000001-NZ_NOSM01000210,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSN01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992592,strain: MOD1-EC6761,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSN01000001-NZ_NOSN01000243,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSO01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992591,strain: MOD1-EC6760,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSO01000001-NZ_NOSO01000094,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSP01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992590,strain: MOD1-EC6759,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSP01000001-NZ_NOSP01000278,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSQ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992589,strain: MOD1-EC6758,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSQ01000001-NZ_NOSQ01000142,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSR01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992588,strain: MOD1-EC6757,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSR01000001-NZ_NOSR01000307,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSS01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992587,strain: MOD1-EC6756,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSS01000001-NZ_NOSS01000262,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOST01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992586,strain: MOD1-EC6755,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOST01000001-NZ_NOST01000252,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSU01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992585,strain: MOD1-EC6754,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSU01000001-NZ_NOSU01000206,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSV01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992584,strain: MOD1-EC6753,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSV01000001-NZ_NOSV01000153,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSW01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992583,strain: MOD1-EC6752,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSW01000001-NZ_NOSW01000117,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSX01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992581,strain: MOD1-EC6750,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSX01000001-NZ_NOSX01000188,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSY01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992580,strain: MOD1-EC6749,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSY01000001-NZ_NOSY01000128,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOSZ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992579,strain: MOD1-EC6748,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOSZ01000001-NZ_NOSZ01000240,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTA01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992578,strain: MOD1-EC6747,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTA01000001-NZ_NOTA01000129,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTB01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992577,strain: MOD1-EC6746,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTB01000001-NZ_NOTB01000306,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTC01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992576,strain: MOD1-EC6745,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTC01000001-NZ_NOTC01000097,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTD01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992575,strain: MOD1-EC6744,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTD01000001-NZ_NOTD01000172,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTE01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992574,strain: MOD1-EC6743,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTE01000001-NZ_NOTE01000162,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTF01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992573,strain: MOD1-EC6742,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTF01000001-NZ_NOTF01000088,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTG01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992572,strain: MOD1-EC6741,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTG01000001-NZ_NOTG01000103,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTH01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992571,strain: MOD1-EC6740,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTH01000001-NZ_NOTH01000193,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTI01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992570,strain: MOD1-EC6739,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTI01000001-NZ_NOTI01000162,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTJ01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992569,strain: MOD1-EC6738,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTJ01000001-NZ_NOTJ01000337,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NOTK01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992567,strain: MOD1-EC6736,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NOTK01000001-NZ_NOTK01000115,,2021-05-22T00:00:00Z,2017-10-14T00:00:00Z
NZ_NLRV01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279452,strain: MOD1-EC5119,"host: Homo sapiens,isolation_source: Intestine",0,0,0,No,0,0,0,No,NZ_NLRV01000001-NZ_NLRV01000153,,2021-05-20T00:00:00Z,2017-07-28T00:00:00Z
NZ_NLRW01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279451,strain: MOD1-EC5118,"host: Homo sapiens,isolation_source: Intestine",0,0,0,No,0,0,0,No,NZ_NLRW01000001-NZ_NLRW01000317,,2021-05-20T00:00:00Z,2017-07-28T00:00:00Z
NZ_NLRX01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279450,strain: MOD1-EC5117,"host: Homo sapiens,isolation_source: Intestine",0,0,0,No,0,0,0,No,NZ_NLRX01000001-NZ_NLRX01000213,,2021-05-20T00:00:00Z,2017-07-28T00:00:00Z
NZ_NLSR01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279433,strain: MOD1-EC5096,"host: Homo sapiens,isolation_source: Intestine",0,0,0,No,0,0,0,No,NZ_NLSR01000001-NZ_NLSR01000156,,2021-05-20T00:00:00Z,2017-08-01T00:00:00Z
NZ_NLST01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279431,strain: MOD1-EC5094,"host: Homo sapiens,isolation_source: Intestine",0,0,0,No,0,0,0,No,NZ_NLST01000001-NZ_NLST01000183,,2021-05-20T00:00:00Z,2017-07-28T00:00:00Z
NZ_NLSU01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279430,strain: MOD1-EC5093,"host: Homo sapiens,isolation_source: Intestine",0,0,0,No,0,0,0,No,NZ_NLSU01000001-NZ_NLSU01000076,,2021-05-20T00:00:00Z,2017-07-28T00:00:00Z
NZ_NLSV01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279429,strain: MOD1-EC5092,"host: Homo sapiens,isolation_source: Intestine",0,0,0,No,0,0,0,No,NZ_NLSV01000001-NZ_NLSV01000223,,2021-05-20T00:00:00Z,2017-07-28T00:00:00Z
NZ_NLSW01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04279428,strain: MOD1-EC5091,"host: Homo sapiens,isolation_source: Intestine",0,0,0,No,0,0,0,No,NZ_NLSW01000001-NZ_NLSW01000295,,2021-05-20T00:00:00Z,2017-07-28T00:00:00Z
NZ_NMLC01,WGS,,BCT,Escherichia coli,PRJNA224116,SAMN04992568,strain: MOD1-EC6737,"host: Homo sapiens,isolation_source: intestine",0,0,0,No,0,0,0,No,NZ_NMLC01000001-NZ_NMLC01000165,,2021-05-21T00:00:00Z,2017-10-11T00:00:00Z
