prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
OZBZ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165073,,isolation_source: human gut,78697322,42612,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCA01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164971,,isolation_source: human gut,105299491,53805,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCB01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165118,,isolation_source: human gut,98387131,58573,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZCC01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164908,,isolation_source: human gut,102483088,70572,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCD01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164977,,isolation_source: human gut,92197983,41657,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCE01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165069,,isolation_source: human gut,67228506,42921,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCF01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165189,,isolation_source: human gut,55474435,45835,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZCG01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165193,,isolation_source: human gut,67846821,45009,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCH01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164929,,isolation_source: human gut,81330799,56896,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCI01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165009,,isolation_source: human gut,77773622,52744,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCJ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164950,,isolation_source: human gut,99930678,53592,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCK01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164953,,isolation_source: human gut,85637032,54392,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCL01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165135,,isolation_source: human gut,117331162,56027,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCM01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164935,,isolation_source: human gut,111455852,65840,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCN01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164968,,isolation_source: human gut,29852034,21321,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCO01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165188,,isolation_source: human gut,24990905,25002,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCP01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165187,,isolation_source: human gut,49498378,25363,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCQ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165055,,isolation_source: human gut,56706900,32100,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCR01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165129,,isolation_source: human gut,46431226,33255,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCS01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164899,,isolation_source: human gut,70979270,33538,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCT01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165172,,isolation_source: human gut,66257199,40835,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZCU01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165100,,isolation_source: human gut,100306520,58356,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZCV01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164962,,isolation_source: human gut,96952611,49051,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCW01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165064,,isolation_source: human gut,123210506,60592,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZCX01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164937,,isolation_source: human gut,91395499,61345,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCY01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164951,,isolation_source: human gut,36487710,26387,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZCZ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165052,,isolation_source: human gut,77603168,50508,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDA01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164963,,isolation_source: human gut,89662103,49743,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDB01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165124,,isolation_source: human gut,88973171,46563,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDC01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164919,,isolation_source: human gut,91377895,54299,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDD01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165083,,isolation_source: human gut,74520599,53036,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDE01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164896,,isolation_source: human gut,94369929,50195,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDF01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165133,,isolation_source: human gut,51868541,28041,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDG01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165142,,isolation_source: human gut,48173580,36390,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDH01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164916,,isolation_source: human gut,56266270,38120,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDI01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165048,,isolation_source: human gut,23184820,19908,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDJ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165123,,isolation_source: human gut,57672186,35200,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDK01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165061,,isolation_source: human gut,70102122,40598,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDL01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165158,,isolation_source: human gut,71977958,35132,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDM01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165046,,isolation_source: human gut,88848274,45031,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDN01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165141,,isolation_source: human gut,81286357,51067,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDO01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165008,,isolation_source: human gut,89859446,52409,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDP01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164995,,isolation_source: human gut,86763943,55596,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDQ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165042,,isolation_source: human gut,109516956,60618,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDR01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165136,,isolation_source: human gut,71462691,56133,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDS01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164947,,isolation_source: human gut,3274527,3913,0,No,0,0,0,No,,,2018-10-31T00:00:00Z,2018-10-24T00:00:00Z
OZDT01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165080,,isolation_source: human gut,44470312,20501,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDU01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165119,,isolation_source: human gut,60620523,37711,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZDV01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165060,,isolation_source: human gut,67624702,42806,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDW01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165013,,isolation_source: human gut,93804389,48296,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDX01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165186,,isolation_source: human gut,84657706,43532,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDY01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165004,,isolation_source: human gut,67105120,31631,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZDZ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164985,,isolation_source: human gut,103034629,61173,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEA01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164932,,isolation_source: human gut,112277764,61667,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEB01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164989,,isolation_source: human gut,95283066,63961,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEC01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165087,,isolation_source: human gut,79778918,55603,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZED01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165079,,isolation_source: human gut,57192115,23720,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZEE01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165139,,isolation_source: human gut,36419593,26184,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZEF01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164922,,isolation_source: human gut,79963921,40489,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEG01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164902,,isolation_source: human gut,41599662,30150,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZEH01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164970,,isolation_source: human gut,82774881,48398,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEI01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165047,,isolation_source: human gut,101312605,49853,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZEJ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164999,,isolation_source: human gut,66527934,49621,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEK01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165057,,isolation_source: human gut,76746617,39549,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZEL01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165007,,isolation_source: human gut,95930508,55868,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEM01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165006,,isolation_source: human gut,109366473,60118,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEN01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164986,,isolation_source: human gut,123602574,61680,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZEO01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165137,,isolation_source: human gut,49569530,27381,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEP01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165020,,isolation_source: human gut,99901832,56915,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEQ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164975,,isolation_source: human gut,46041477,29651,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZER01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164924,,isolation_source: human gut,40404413,25088,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZES01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164898,,isolation_source: human gut,87029121,41014,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZET01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165091,,isolation_source: human gut,64317320,44562,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZEU01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165166,,isolation_source: human gut,56062094,37733,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEV01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164936,,isolation_source: human gut,51192172,31867,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEW01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165063,,isolation_source: human gut,83796682,51201,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEX01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165128,,isolation_source: human gut,69804640,44568,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZEY01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165145,,isolation_source: human gut,85963924,50342,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZEZ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164988,,isolation_source: human gut,92220279,57521,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFA01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165002,,isolation_source: human gut,88297839,60931,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZFB01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164992,,isolation_source: human gut,85772198,53492,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFC01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165169,,isolation_source: human gut,119385764,58927,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZFD01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165143,,isolation_source: human gut,20235608,17775,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFE01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165121,,isolation_source: human gut,64327659,35360,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZFF01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164927,,isolation_source: human gut,62958884,31982,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFG01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165167,,isolation_source: human gut,64149148,40381,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFH01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165178,,isolation_source: human gut,77211008,40751,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFI01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165056,,isolation_source: human gut,70121996,39843,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFJ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165065,,isolation_source: human gut,67486244,38361,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFK01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165103,,isolation_source: human gut,58609261,23177,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFL01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165058,,isolation_source: human gut,63487190,39291,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFM01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165088,,isolation_source: human gut,17427394,16321,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFN01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165076,,isolation_source: human gut,20859595,19845,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFO01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164938,,isolation_source: human gut,85502809,47212,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFP01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165050,,isolation_source: human gut,85159460,47969,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZFQ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165191,,isolation_source: human gut,95366613,56792,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZFR01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164944,,isolation_source: human gut,41976605,26763,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZFS01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165114,,isolation_source: human gut,49475140,37415,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFT01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164931,,isolation_source: human gut,45688636,30394,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFU01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164982,,isolation_source: human gut,75779925,49390,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZFV01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165144,,isolation_source: human gut,84560944,44460,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFW01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164897,,isolation_source: human gut,72468977,39625,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFX01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164910,,isolation_source: human gut,117089994,63249,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFY01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165117,,isolation_source: human gut,65686012,40971,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZFZ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165019,,isolation_source: human gut,95133050,44505,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGA01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165071,,isolation_source: human gut,106786324,52185,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGB01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165095,,isolation_source: human gut,110595071,51679,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGC01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165107,,isolation_source: human gut,134768726,61835,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGD01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164983,,isolation_source: human gut,95751245,58522,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGE01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165245,,isolation_source: human gut,1454844,1698,0,No,0,0,0,No,,,2018-10-31T00:00:00Z,2018-10-23T00:00:00Z
OZGF01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165034,,isolation_source: human gut,68238077,33448,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGG01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165233,,isolation_source: human gut,79113051,42602,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGH01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165074,,isolation_source: human gut,53617726,41862,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGI01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165051,,isolation_source: human gut,76588754,45316,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGJ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164964,,isolation_source: human gut,68169867,47825,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGK01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165211,,isolation_source: human gut,70024832,51037,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGL01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165263,,isolation_source: human gut,93086448,52701,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGM01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06164991,,isolation_source: human gut,115603136,65963,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGN01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165105,,isolation_source: human gut,94849831,56021,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGO01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165217,,isolation_source: human gut,125956829,74099,0,No,0,0,0,No,,,2018-10-22T00:00:00Z,2018-10-22T00:00:00Z
OZGP01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165247,,isolation_source: human gut,44290655,27325,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGQ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165249,,isolation_source: human gut,34887908,23847,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGR01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165280,,isolation_source: human gut,67059020,28996,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGS01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165248,,isolation_source: human gut,64495863,39688,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGT01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165269,,isolation_source: human gut,65165592,41958,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGU01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165224,,isolation_source: human gut,126018704,46360,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGV01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165250,,isolation_source: human gut,115142641,57744,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGW01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165222,,isolation_source: human gut,67360840,44784,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGX01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165232,,isolation_source: human gut,105050095,59173,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZGY01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165335,,isolation_source: human gut,43390578,39301,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZGZ01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165322,,isolation_source: human gut,68731945,31560,0,No,0,0,0,No,,,2018-10-24T00:00:00Z,2018-10-24T00:00:00Z
OZHA01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165227,,isolation_source: human gut,59543777,35264,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZHB01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165319,,isolation_source: human gut,45481430,31825,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZHC01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165323,,isolation_source: human gut,81083444,39128,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZHD01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165277,,isolation_source: human gut,99405584,60222,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
OZHE01,WGS,,ENV,human gut metagenome,PRJEB26926,SAMN06165339,,isolation_source: human gut,49966722,36730,0,No,0,0,0,No,,,2018-10-23T00:00:00Z,2018-10-23T00:00:00Z
