prefix_s,project_s,targeted_locus_name_s,div_s,organism_an,bioproject_s,biosample_ss,infra_name_ss,other_src_ss,contigs_total_length_l,contigs_count_l,contigs_proteins_count_l,contigs_annotated_s,scaffolds_count_l,scaffolds_proteins_count_l,scaffolds_total_length_l,scaffolds_annotated_s,scaffolds_range_ss,chromosome_range_ss,update_date_dt,create_date_dt
JACTCR01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791788,strain: MX-2004-137,"host: Homo sapiens,isolation_source: stomach",1639955,41,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTCS01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791787,strain: MX-2004-125,"host: Homo sapiens,isolation_source: stomach",1570872,14,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTCT01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791786,strain: MX-2004-102,"host: Homo sapiens,isolation_source: stomach",1658411,35,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTCU01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791785,strain: MX-2003-368,"host: Homo sapiens,isolation_source: stomach",1622177,33,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTCV01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791784,strain: MX-2003-292,"host: Homo sapiens,isolation_source: stomach",1645283,40,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTCW01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791783,strain: MX-2003-279,"host: Homo sapiens,isolation_source: stomach",1646398,34,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTCX01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791782,strain: MX-2002-14,"host: Homo sapiens,isolation_source: stomach",1599199,21,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTCY01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791781,strain: HN-G346,"host: Homo sapiens,isolation_source: stomach",1598286,30,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTCZ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791780,strain: HN-G341,"host: Homo sapiens,isolation_source: stomach",1628192,40,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDA01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791779,strain: HN-G339,"host: Homo sapiens,isolation_source: stomach",1607320,45,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDB01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791778,strain: HN-G331,"host: Homo sapiens,isolation_source: stomach",1661711,67,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDC01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791777,strain: HN-G329,"host: Homo sapiens,isolation_source: stomach",1638611,162,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDD01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791776,strain: HN-G328,"host: Homo sapiens,isolation_source: stomach",1586389,28,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDE01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791775,strain: HN-G315,"host: Homo sapiens,isolation_source: stomach",1612517,27,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDF01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791774,strain: HN-G310,"host: Homo sapiens,isolation_source: stomach",1628174,40,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDG01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791773,strain: HN-G307,"host: Homo sapiens,isolation_source: stomach",1576656,21,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDH01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791772,strain: HN-G300,"host: Homo sapiens,isolation_source: stomach",1629174,41,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDI01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791771,strain: HN-G288,"host: Homo sapiens,isolation_source: stomach",1647109,50,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDJ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791770,strain: HN-G285,"host: Homo sapiens,isolation_source: stomach",1690657,28,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDK01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791769,strain: HN-G280,"host: Homo sapiens,isolation_source: stomach",1641853,37,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDL01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791768,strain: HN-G278,"host: Homo sapiens,isolation_source: stomach",1661116,31,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDM01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791767,strain: HN-G277,"host: Homo sapiens,isolation_source: stomach",1660890,34,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDN01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791766,strain: HN-G274,"host: Homo sapiens,isolation_source: stomach",1589475,25,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDO01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791765,strain: HN-G267,"host: Homo sapiens,isolation_source: stomach",1659629,37,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDP01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791764,strain: HN-G266,"host: Homo sapiens,isolation_source: stomach",1582651,30,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDQ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791763,strain: HN-G265,"host: Homo sapiens,isolation_source: stomach",1640927,26,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDR01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791762,strain: HN-G262,"host: Homo sapiens,isolation_source: stomach",1658038,31,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDS01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791761,strain: HN-G260,"host: Homo sapiens,isolation_source: stomach",1592771,32,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDT01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791760,strain: HN-G258,"host: Homo sapiens,isolation_source: stomach",1638128,62,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDU01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791759,strain: HN-G257,"host: Homo sapiens,isolation_source: stomach",1591457,23,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDV01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791758,strain: HN-G255,"host: Homo sapiens,isolation_source: stomach",1628453,35,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDW01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791757,strain: HN-G251,"host: Homo sapiens,isolation_source: stomach",1684482,60,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDX01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791756,strain: HN-G250,"host: Homo sapiens,isolation_source: stomach",1621264,35,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDY01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791755,strain: HN-G249,"host: Homo sapiens,isolation_source: stomach",1623818,31,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTDZ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791754,strain: HN-G248,"host: Homo sapiens,isolation_source: stomach",1660598,33,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEA01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791753,strain: HN-G246,"host: Homo sapiens,isolation_source: stomach",1645030,71,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEB01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791752,strain: HN-G242,"host: Homo sapiens,isolation_source: stomach",1588960,34,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEC01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791751,strain: HN-G240,"host: Homo sapiens,isolation_source: stomach",1638539,41,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTED01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791750,strain: Gt-04-218,"host: Homo sapiens,isolation_source: stomach",1659778,24,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEE01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791749,strain: Gt-04-059,"host: Homo sapiens,isolation_source: stomach",1649472,37,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEF01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791748,strain: ES-SN,"host: Homo sapiens,isolation_source: stomach",1621502,30,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEG01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791747,strain: ES-DO,"host: Homo sapiens,isolation_source: stomach",1615924,27,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEH01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791746,strain: ES-76,"host: Homo sapiens,isolation_source: stomach",1620093,30,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEI01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791745,strain: ES-7,"host: Homo sapiens,isolation_source: stomach",1576320,15,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEJ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791744,strain: ES-68,"host: Homo sapiens,isolation_source: stomach",1587850,15,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEK01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791743,strain: ES-610,"host: Homo sapiens,isolation_source: stomach",1623048,25,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEL01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791742,strain: ES-61,"host: Homo sapiens,isolation_source: stomach",1658552,39,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEM01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791741,strain: ES-60,"host: Homo sapiens,isolation_source: stomach",1580782,22,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEN01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791740,strain: ES-58,"host: Homo sapiens,isolation_source: stomach",1622338,24,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEO01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791739,strain: ES-54,"host: Homo sapiens,isolation_source: stomach",1659412,36,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEP01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791738,strain: ES-46,"host: Homo sapiens,isolation_source: stomach",1643069,36,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEQ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791737,strain: ES-31,"host: Homo sapiens,isolation_source: stomach",1599281,18,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTER01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791736,strain: ES-26,"host: Homo sapiens,isolation_source: stomach",1612520,26,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTES01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791735,strain: ES-25,"host: Homo sapiens,isolation_source: stomach",1614979,22,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTET01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791734,strain: ES-15,"host: Homo sapiens,isolation_source: stomach",1586324,28,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEU01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791733,strain: ES-13,"host: Homo sapiens,isolation_source: stomach",1545602,21,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEV01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791732,strain: ES-12,"host: Homo sapiens,isolation_source: stomach",1624498,33,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEW01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791731,strain: ES-11,"host: Homo sapiens,isolation_source: stomach",1601921,30,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEX01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791730,strain: ES-10,"host: Homo sapiens,isolation_source: stomach",1603109,21,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEY01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791729,strain: CL-MASP,"host: Homo sapiens,isolation_source: stomach",1615125,19,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTEZ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791728,strain: CL-FE70,"host: Homo sapiens,isolation_source: stomach",1594247,92,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFA01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791727,strain: CL-FE60,"host: Homo sapiens,isolation_source: stomach",1685338,37,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFB01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791715,strain: CAN-290,"host: Homo sapiens,isolation_source: stomach",1500837,33,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFC01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791720,strain: CAN-258,"host: Homo sapiens,isolation_source: stomach",1512518,28,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFD01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791714,strain: CAN-247,"host: Homo sapiens,isolation_source: stomach",1507216,45,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFE01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791718,strain: CAN-243,"host: Homo sapiens,isolation_source: stomach",1483326,44,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFF01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791722,strain: CAN-219,"host: Homo sapiens,isolation_source: stomach",1602555,53,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFG01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791725,strain: CAN-196,"host: Homo sapiens,isolation_source: stomach",1523994,14,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFH01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791726,strain: CAN-172,"host: Homo sapiens,isolation_source: stomach",1513514,30,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFI01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791717,strain: CAN-136,"host: Homo sapiens,isolation_source: stomach",1514617,35,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFJ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791724,strain: CAN-095,"host: Homo sapiens,isolation_source: stomach",1517482,25,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFK01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791716,strain: CAN-019,"host: Homo sapiens,isolation_source: stomach",1502507,33,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFL01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791719,strain: CAN-011,"host: Homo sapiens,isolation_source: stomach",1521100,31,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFM01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791723,strain: CAN-010,"host: Homo sapiens,isolation_source: stomach",1498529,30,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFN01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791721,strain: CAN-005,"host: Homo sapiens,isolation_source: stomach",1515639,38,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFO01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791713,strain: CAN-004,"host: Homo sapiens,isolation_source: stomach",1642604,58,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFR01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791710,strain: Bra-LPB44,"host: Homo sapiens,isolation_source: stomach",1597603,34,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFS01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791709,strain: Bra-LPB43,"host: Homo sapiens,isolation_source: stomach",1673174,81,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFT01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791708,strain: Bra-LPB42,"host: Homo sapiens,isolation_source: stomach",1632175,40,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFU01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791707,strain: Bra-LPB41,"host: Homo sapiens,isolation_source: stomach",1660944,24,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFV01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791706,strain: Bra-LPB40,"host: Homo sapiens,isolation_source: stomach",1629206,28,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFW01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791705,strain: Bra-LPB37,"host: Homo sapiens,isolation_source: stomach",1671653,20,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFX01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791704,strain: Bra-LPB35,"host: Homo sapiens,isolation_source: stomach",1653411,33,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFY01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791703,strain: Bra-LPB34,"host: Homo sapiens,isolation_source: stomach",1589675,29,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTFZ01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791702,strain: Bra-LPB33,"host: Homo sapiens,isolation_source: stomach",1583144,24,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGA01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791701,strain: Bra-LPB32,"host: Homo sapiens,isolation_source: stomach",1647103,35,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGB01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791700,strain: Arg-7RA1,"host: Homo sapiens,isolation_source: stomach",1564571,18,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGC01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791699,strain: Arg-53RA1,"host: Homo sapiens,isolation_source: stomach",1625068,28,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGD01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791698,strain: Arg-39UA2,"host: Homo sapiens,isolation_source: stomach",1663716,48,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGE01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791697,strain: Arg-38RA2,"host: Homo sapiens,isolation_source: stomach",1650343,28,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGF01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791696,strain: Arg-34UA2,"host: Homo sapiens,isolation_source: stomach",1639913,26,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGG01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791695,strain: Arg-23UA1,"host: Homo sapiens,isolation_source: stomach",1695505,36,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGH01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791694,strain: Arg-19RC1,"host: Homo sapiens,isolation_source: stomach",1651327,38,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTGI01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791693,strain: Arg-118EC2,"host: Homo sapiens,isolation_source: stomach",1573801,43,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTME01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791816,strain: NYPt95,"host: Homo sapiens,isolation_source: stomach",1694542,45,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTMF01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791812,strain: NYPt66,"host: Homo sapiens,isolation_source: stomach",1535734,34,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JACTMG01,WGS,,BCT,Helicobacter pylori,PRJNA601302,SAMN15791802,strain: NYPt187,"host: Homo sapiens,isolation_source: stomach",1694973,58,0,No,0,0,0,No,,,2020-09-09T00:00:00Z,2020-09-09T00:00:00Z
JADZMC01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970125,strain: 2004-84,"host: Homo sapiens,isolation_source: stomach",1653878,35,1470,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMD01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970124,strain: 2004-67,"host: Homo sapiens,isolation_source: stomach",1616671,39,1462,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZME01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970123,strain: 2004-51,"host: Homo sapiens,isolation_source: stomach",1641172,29,1460,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMF01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970122,strain: 2004-42,"host: Homo sapiens,isolation_source: stomach",1617866,46,1455,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMG01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970121,strain: 2004-40,"host: Homo sapiens,isolation_source: stomach",1586700,35,1413,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMH01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970120,strain: 2004-39,"host: Homo sapiens,isolation_source: stomach",1616943,39,1446,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMI01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970119,strain: 2004-37,"host: Homo sapiens,isolation_source: stomach",1651002,39,1474,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMJ01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970118,strain: 2004-209,"host: Homo sapiens,isolation_source: stomach",1585984,33,1408,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMK01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970117,strain: 2004-137,"host: Homo sapiens,isolation_source: stomach",1640581,50,1459,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZML01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970116,strain: 2004-125,"host: Homo sapiens,isolation_source: stomach",1570962,23,1412,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMM01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970115,strain: 2004-123,"host: Homo sapiens,isolation_source: stomach",1663459,39,1471,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMN01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970114,strain: 2004-102,"host: Homo sapiens,isolation_source: stomach",1658351,45,1494,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMO01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970113,strain: 2004-101,"host: Homo sapiens,isolation_source: stomach",1713852,186,1626,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMP01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970112,strain: 2003-368,"host: Homo sapiens,isolation_source: stomach",1624212,41,1449,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
JADZMQ01,WGS,,BCT,Helicobacter pylori,PRJNA681870,SAMN16970111,strain: 2003-292,"host: Homo sapiens,isolation_source: stomach",1644710,44,1462,Yes,0,0,0,No,,,2020-12-09T00:00:00Z,2020-12-09T00:00:00Z
